slug,name
ui-avatars,UI Avatars
all-rise-the-bar_as1,All Rise (The Bar)
welcometomygarden,Welcome To My Garden
cncjs,CNCjs
wintercms,Winter CMS
classicpress,ClassicPress
brainjs,brain.js
decrescimento-pt,Rede para o Decrescimento
reactive-resume,Reactive Resume
nusmods,NUSMods
codeformiami,CodeforSouth.org
analysis-tools,Analysis Tools
lfortran,LFortran
zonneklopper,ZK House
cooperation-humber,Cooperation Humber
timber,Timber
blackqueerlife,BlackQueerLife
sanic-org,Sanic Community Organization
pester,Pester
compodoc,compodoc
nix-deployments,Nix 💙 Deployments
laravel-admin,laravel-admin
order-flow,Orderflow
diasporaim,diaspora.im
kass-haff,"Kass-Haff, Mehr als ein biodynamischer Bauernhof - More than a biodynamic farm"
foodarity1,Foodarity
cypurr-collective,Cypurr Collective
openwhyd,Openwhyd
thewpcc,The WPCC
react-pdf-wojtekmaj,react-pdf
create-react-app,Create React App
hapu-comms,Ngā Hapū o Te Ahuahu Communications
archaeosocial,archaeo.social
mage-os,Mage-OS
starship,Starship
blorbosocial,Blorbo.Social
ubuntubudgie,Ubuntu Budgie
moveable,moveable
baltpop,BaltPOP
twilight,Twilight
spacedrive,Spacedrive
design,Open Collective Design
justice-is-global-europe,Justice is Global Europe
gdljs,Guadalajara JS
poneke-antifa,Pōneke Anti-Fascist Coalition
morevnaproject,Morevna Project
svgo,SVGO
intimate-access-sw-mutual-aid,𝐼𝓃𝓉𝒾𝓂𝒶𝓉𝑒 𝒜𝒸𝒸𝑒𝓈𝓈
sacfoodnotbombs,Sacramento Food Not Bombs
aspect-build,Aspect Build
zulip,Zulip
pre-commit,pre-commit
soutienoccups,Soutien occupations Bruxelles
codebuddies,CodeBuddies
stapleford-mutual-aid,Stapleford Mutual Aid
react-native-iap,react-native-iap
cat-heroes,Cat Heroes SKG
chicagolandwarehousefund,ChicagolandWarehouseFund
filezilla,FileZilla
jvm-social,jvm social
possibilityproject,Possibility Project
hermiesclub,Hermies club
orcasound,Orcasound
flutter-webrtc,flutter-webrtc
momentum-mod,Momentum Mod Team
simplednscrypt,Simple DNSCrypt
data_for_good,Data for Good 
the-unjournal,The Unjournal
rsshub,RSSHub
loathers,loathers
gothub,Game of Trees Hub
searx,searx
hyperhtml,hyperHTML
asteroidos,AsteroidOS
fossify,Fossify
omstallning,Omställningsnätverket
trust-the-people,Trust The People
theblackhouse,The Blackhouse
drupalutah,Drupal Utah
dioxus-labs,Dioxus Labs
cinny,Cinny
pact-foundation,Pact Foundation
fonds-voor-tegenspraak,Fonds voor Tegenspraak
split,Split
external-secrets-org,External Secrets Org
zrythm,Zrythm
bqfp,Brighton Queers for Palestine
iptv-org,iptv-org
atlmedics,Atlanta Resistance Medics (Community Care)
spinalhdl,SpinalHDL
osmocom,Osmocom
crop-la,CROP LA
learning-resc,Lean Resource
missingpiece,The Missing Piece: Creating Healing Listening Spaces
node-opcua,Node OPC UA
mapswipe,MapSwipe
gorm,GORM
pgchangemakers,pgchangemakers
the-art-of-forests,The Art of Forests
jardin-collectif-gray-moineaux,Jardin potager collectif Gray Moineaux
mockk,mockk
resilience-web,Resilience Web
cake,Cake
denverdoikayt,Denver Doikayt
sun-seeker-mke,Sun-Seeker MKE
exo,The Decade of the ExO
sequel-ace,Sequel Ace
dukop,DUK OP
contributor-covenant,Contributor Covenant
nrepl,nREPL
drive-by-howdy,Drive by Howdy
tracardi-cdp,Tracardi Open Source Customer Data Platform
html-webpack-plugin,html-webpack-plugin
nuke,nuke
ava,AVA
leytonstonecovid19,Leytonstone COVID-19 Mutual Aid
northernyouthvoices,Northern Youth Voices
gosublime,GoSublime
styleguidist,React Styleguidist
prettier-ruby,prettier-ruby
serialport,SerialPort
iot-open-tech,IoT open Tech
dearpygui,DearPyGui
gbadev,GBADEV
analyzebasilicata,Analyze Basilicata
strawberry-graphql,Strawberry GraphQL
tsed,Ts.ED
supabase-supasquad,SupaSquad
buymeacoffee,buymeacoffee
obvious-agency,Obvious Agency Performance Collective
ifme,if-me.org
technovationmx,Technovation Girls México
lagrietalorca,"Espacio ""La Grieta"""
anticensority,Обход блокировок Рунета
construct-community,Construct Community
solidnetwork,SolidNetwork - for the Co-operative and Solidarity Economy in Ireland
sage_math,SageMath
final-form,Final Form
wwcodeseoul,Women Who Code Seoul
tiktokshop-php,Tiktokshop PHP
criticalmaps,Critical Maps
wikis-world,Wikis World
figura,Figura
wordpress-gwinnett,WordPress Gwinnett
aashnaplus,Aashna+
queering-the-path,Queering The Path
qpop-productions,Q Pop Productions
vitest,Vitest
vermont-village-school,Vermont Village School
java-jda,JDA
gramaddict,GramAddict
blaze,Blaze
radisolar,Radi Solar
the-london-django-meetup-group,The London Django Meetup Group
bincrafters,Bincrafters Community
async-rs,async-rs
m68k-llvm-dev,M68k LLVM Development
xr-portugal,Extinction Rebellion Portugal
kornia,kornia
xr-gent,Extinction Rebellion Gent
mothers-of-sumud-garden,Mothers of Sumud Garden
email-markup-consortium,Email Markup Consortium
drupalasheville,Drupal Asheville
econ-ark,Econ-ARK
javascript-obfuscator,javascript-obfuscator
bnesocial,BNE Social
mold-linker,Mold Linker
the-future-is-us-collective,The Future Is Us Collective
awethu,The AWETHU School of Organising
tastyigniter,TastyIgniter
rde,RDE
deeptimewalk,Deep Time Walk Project
koel,koel
taguette,Taguette
scoopinstaller,Scoop
nmhep,New Mexico Health Equity Partnership
community-resilience-fund,Community Resilience Fund
citizengarage,Citizen Garage
east-bronx-dems,East Bronx Dems Mutual Aid Group
react-pwa,React PWA
iffybooks,Iffy Books
brainflow,BrainFlow
nightwatch,Nightwatch
emergent-abundance,Emergent Abundance Farming Collective
freewheel-mobile-aid,Freewheel Mobile Aid
together-java,Together Java
projectm,projectM
coding-grace,Coding Grace
doorkeeper-gem,doorkeeper
phpbb,phpBB
commongood_,Common Good
les-chemins-de-la-transition,Les Chemins de la Transition
youngstownactioncenter,Youngstown Action Center
orca_4_el,ORCA
nexrender,nexrender
bristolcopwatch,Bristol Copwatch
buildjustly,buildJUSTLY
klima-camp-south-tyrol,Klima-Camp South Tyrol
accel-ai,Accel AI Institute
rapid-sensemaking-framework,Rapid Sensemaking Framework
headcrab,Headcrab
react-window,react-window
circles,Circles
drupal-charts,Charts Ecosystem for Drupal
orcas-community,OrcasHub
mun,Mun
fluffos-579,fluffos
ioredis,ioredis
eatcatskill,"EAT CO-OP : A Community Grocery, Kitchen & Cafe"
openopale,Open Opale
brighton-and-hove-stop-the-war,Brighton & Hove Stop the War
dillpicklecoop,Dill Pickle Food Co-op
tiny-minotaur,Tiny Minotaur
boardgameio,boardgame.io
tvheadend,Tvheadend
yellow-wood-consultancy,Yellow Wood Consultancy
fuse-box,fuse-box
offline-plugin,offline-plugin
federatedpress,federated.press
static-haskell-nix,static-haskell-nix
tve,The Value Exchange
xr-toulouse-et-alentours,XR Toulouse et alentours
medoo,Medoo
extinction-rebellion-ceska-republika2,XRCZ Republikový tým
macvim,MacVim
sendcommunityaid,Send Community Aid
cooperative-de-menilmontant,La Coopérative de Ménilmontant
bootstrap-vue-next,BootstrapVueNext
bellweather,bellweather
midnight-lizard,Midnight Lizard
mybb,MyBB
pasquines,Pasquines
psl,Policy Simulation Library
ocrmypdf,OCRmyPDF
webrecorder,Webrecorder
ukraine-stockholm,Center for Displaced People (Sweden)
jsbin,jsbin
springfielde5-mutual-aid,Springfield Mutual Aid 
warwickmutualaid,Warwick Uni Workers Mutual Aid Hardship Fund
iaig,International Association for Intellectual Games
climate4all,Climate for All
flutter_stripe,Flutter Stripe
enginehub,EngineHub
appium,Appium
juneteenth-conference,Juneteenth Conference
fise-tech-collective,FISE Tech Collective
cdnjs,cdnjs
graphql-flutter,GraphQL Flutter
bim-bom-studios,bim bom studios
evelynssafehouse,Fund Evelyn's Safehouse
norrebrospace,Nørrebro.space
cssnano,cssnano
spicetify,Spicetify
kitspace,Kitspace
doe-deurne-dicht,Doe Deurne Dicht
impacttech,Impact.tech
sbsolidarity,Downstate NY Starbucks Worker Solidarity Fund
xr-global-support,We are XR Global Support: Global South and MAPA
dotenv,Dotenv
smokvagarden,Smokva Garden
fff-milano,Fridays For Future - Milano
textpattern-collective,Textpattern
typedclojure,Typed Clojure
tokio,Tokio
cooperationwalthamstow,Cooperation Walthamstow
level,Level
element,element
doctoolchain,docToolchain
streetlives,Streetlives
kotocoop,Koto Co-op
heroui,HeroUI
grovemutualaid,Grove Mutual Aid (South Camberwell)
readup-collective,The Readup Collective
puget-sound-sra,Puget Sound SRA
xrnantes,Extinction Rebellion Nantes
collectivediaspora,Collective Diaspora
backyourstack,Back Your Stack
les-enfants-du-monde-au-609,Les enfants du monde au 609
xr-antwerp,XR Antwerp
climate-choir-movement,Climate Choir Movement
pitan,PIT Alumni Network
coconut,coconut
formik,Formik
multitalentedmakerspace,Multi-Talented Makerspace
pittsburgh-functional-programming-meetup,Pittsburgh Functional Programming Meetup
gaf-london,Green Anticapitalist Front London
ultimo-recurso,Último Recurso
element-plus,Element Plus
spectra-video,Spectra Video
easy-peasy,Easy Peasy
photoswipe,PhotoSwipe
spacevim,SpaceVim
sming,Sming
whisparr,Whisparr
gioui,Gio
san-antonio-review,San Antonio Review
github-education,GitHub Education
nwma-coalition-chicago,NWMA Coalition Chicago
js-lingui,js-lingui
madridgug,Madrid Groovy Users Group
moskitos,moskitOS
alfio,Alf.io
libremesh,LibreMesh
yorkie,Yorkie
openfl,OpenFL
lando,lando
acheronproject,Acheron Collective
novus,Novus
amethyst,amethyst
solrmutualaid,Students Organizing for Labor Rights: Mutual Aid
ua-parser-js,UAParser.js
thewpcommunitycollective,The WP Community Collective
webdrivermanager,WebDriverManager
oddbird-open-source,OddBird Open Source
microsolidarity-turtle-island,Microsolidarity Turtle Island
xr-paris-est,XR Paris Est
friends-of-badger-park,Friends of Badger park
nservicebusextensions,NServiceBusExtensions
lobehub,LobeHub
netbootxyz,netboot.xyz
mathml-core-support,MathML-Core Support
fines-and-fees-freedom-fund,Fines and Fees Freedom Fund
asociacion-para-la-investigacion-capacitacion-y-asistencia-wixarica,"Asociación para la investigación, capacitación y asistencia Wixarica"
peoples-community-land-trust,The People's Community Land Trust
symfony-diversity-usd,Symfony Diversity collective in $
eg-arma-squad,EG Arma Squad
noice,Noice: Natural calming noise
pufferpanel,PufferPanel
renegades-modding-group,Renegades Modding Group
transgovcollective,TransGovcollective
design-tokens,Design Tokens Community Group
surjdcmigrantjustice,SURJ DC Migrant Justice Team
autokeras,AutoKeras
cvmarple,Marple Mutual Aid
react-native-datetimepicker,react-native-datetimepicker
borgbackup,borgbackup
art-workers-for-palestine-scot,Art Workers for Palestine Scotland
papertree-gatherfor-mama-mias,Mama Mias
iconoir,Iconoir
barcamp-omaha,BarCamp Omaha
libretime,LibreTime
black-ideas-collaborative,Black Ideas Collaborative
ssh,ssh
olympia-assembly,Olympia Assembly
chameleon-ultra-gui,Chameleon Ultra GUI
rrweb,rrweb
chicago-ma-build-squad,Chicago Mutual Aid Build Squad
wwcodedc,WWCode Washington DC
foss-responders,FOSS Responders
numpy,NumPy
psysciacc,PSA Financial Collective
first-timers-fest,First Timers Fest
gwt-project,GWT Project
utu-a-matimati,Utu Ā Matimati
laravel-shopify,Laravel Shopify
deaconsocial,deacon.social
webonyx-graphql-php,graphql-php
simplelogin,SimpleLogin
mypaint,MyPaint
okionu-birth-foundation,Okionu Birth Foundation
transmissaopt,TransMissão
keyoxide,Keyoxide
devscolavlc,Devscola
raw,Racism and Whiteness (RAW)
vale,Vale
wwcodeaustin,WWCode Austin
phpstan-drupal,phpstan-drupal
nas,"Nas,"
noble,noble
vega-strike,Vega Strike
cooperation-brigg,Cooperation Brigg
tabby,Tabby Terminal
animal_rebellion_germany,Animal Rebellion Deutschland
arbor-chat,Arbor Chat
amplitudejs,AmplitudeJS
ferdium,Ferdium
cares-fox-cities,CARES Fox Cities
ypc-income,YPC Income
precious-plastic,Precious Plastic
schrodinger-hat,Schrödinger Hat
voxelibre,VoxeLibre
bldrweb,Bldrweb
onelitefeather,OneLiteFeather
hala,halaو
xr-idf,XR IDF
thessnetmeetup,Thessaloniki .NET Meetup
clarendon-shared-owners-tenant,Clarendon Shared Owners Tenants' Association
pakistan-academy,Charland Academy
jira-cli,Jira CLI
openfarm,Open Farm
torontojs,Toronto JavaScript
openrocket,OpenRocket
alnarps-farm,Alnarp’s Agroecology Farm
lajacqueline,La Jacqueline Mobile Sound
endoflife-date,endoflife.date
pandas,pandas
biojulia,BioJulia
mata,MATA
vikunja,Vikunja
missionmums,Mission Mums
vueuse,VueUse
earth-defenders-toolkit,Earth Defenders Toolkit
bonfire-networks,Bonfire Networks
vivero,Vivero
zigtools,zigtools
energy-embargo,Energy Embargo for Palestine
vox-pupuli,Vox Pupuli
testcontainers,Testcontainers
sociallydistantart,Socially Distant Art
passwordless,Passwordless.dev
thefridgegb,The Fridge
projectnaomi,Project Naomi
tending-the-garden,Tending The Garden Inc
asciidocfx,AsciidocFX
konstaui,Konsta UI
comidapalpueblo,Comida Pal Pueblo
act-fund,Alliance of Civic Technologists
crystal-linux,Crystal Linux
quasar,Quasar Framework
uantwerpforpalestine,UAntwerpforpalestine
sharkey,Sharkey
matomo-analytics,Matomo Analytics
wwcodedallas,WWCode DFW
twc-teachin,TWC Teach-In Fund
go-app,go-app
foodshift,Food Shift
react-firebase-starter,React Starter Kit for Firebase
rage2rainbows,Rage2Rainbows
reach-ui,Reach UI
pokeapi,pokeapi
barnetmutualaid,Mutual Aid Barnet
spoke-out,spoke out
tabbycat,Tabbycat Debate
liblast,Liblast
javers,javers
seedandspark-patrons-circle,Seed&Spark Patrons' Circle
rootz,Rootz
ccc,Climate Crisis Collective
cjto,Climate Justice Toronto
redbaron,redbaron
symfony-diversity-scholarship,Symfony Diversity Scholarship collective
quakeworld,QuakeWorld
latinos-homeschooling,Latinos Homeschooling
the-remedy-project,The Remedy Project
casbin,Casbin
kelownacommunityfridge,Kelowna Community Fridge
imagination-practice,Collective Imagination Practice Community
tahoe-lafs,Tahoe-LAFS
lxqt,LXQt
civet,Civet
auburn-mutual-aid,Auburn Mutual Aid
nswag,NSwag
open-registry,Open-Registry
coop-cloud,The Co-operative Cloud
wwcodeguatemala,Women Who Code Guatemala
neoforged,NeoForged Foundation
alaskansocial,Alaskan.Social
avogadro,Avogadro
iris-social,Iris
columbus-code-and-coffee,Columbus Code & Coffee
operationcode-collective,Operation Code
vulcan,Vulcan
cagematchproject,Cage Match Project
speaking-of-imelda,Speaking of IMELDA
exercism,exercism
atxduu,Austin Drug Users Union
resist-deportation-mcr,Resist Deportation MCR
funds-yall-philly,Funds Y'All Mutual Aid Philly
xr-marseille,Extinction Rebellion Marseille
node-db-migrate,node-db-migrate
breadchain-cooperative,Breadchain Cooperative (UK)
game-ci,GameCI
flagrantgarden,Flagrant Garden Cooperative
the-fuse-lab,The Fuse Lab
pixelbuilds,PixelBuilds
akaunting,Akaunting
rise-and-shine,Rise and Shine
scmag,Southampton COVID-19 Mutual Aid Group
nbcs,North Bermondsey Community Support
scuffle,Scuffle
recharts,recharts
twind,Twind
hiddify,Hiddify
exchangeratehost,exchangerate.host
xr-belgium-legal,XR Belgium Legal
rx-angular,Rx Angular
allforclimate-uk,All For Climate UK
tus-nua-freethinkers,Tús Nua FreeThinkers
tampadevs,Tampa Devs
lume,Lume
black-mothers-march,Black Mothers March
mattn-go-sqlite3,go-sqlite3
board-games-collective,Board Games Collective
infiniteconversations,Infinite Conversations
itk,ITK
keeling-mutual-aid,Keeling Mutual Aid
pxls,Pxls
codeeditapp,CodeEdit
superfishial,superfishial
audiotheque,Audiothèque
cusdis,Cusdis
dfir-iris,DFIR-IRIS
home-is-a-human-right,Home is a Human Right
cannlytics-company,Cannlytics
phpshopify,PHPShopify
translation-plugin,IntelliJ Translation Plugin
claudia-jones-school,The Claudia Jones School for Political Education
opendevufcg,OpenDevUFCG
swiftformat,SwiftFormat
heavy-division-simulations,Heavy Division
suitecrm,SuiteCRM
policyengine,PolicyEngine
morrell_house_housing_co-op,Morrell House Housing Co-op
via,VIA
raspap,RaspAP
phillytru,Philly Transit Riders Union
openbenches,OpenBenches.org
la-fanga,La Fanga
commonshub-brussels,Commons Hub Brussels
together-with-afghans,Together With Afghans
simple-icons,Simple Icons
leaf,Leaf PHP 🍁
codingcoach-io,CodingCoach
mytestedaspnet,My Tested ASP.NET
mothers-rise-up,Mothers Rise Up
scuttlebutt-maintenance,Scuttlebutt Maintenance
kolanutcollab,The Kola Nut Collaborative
inflection-grants,Inflection Grants
24pullrequests,24pullrequests
openshopchannel,Open Shop Channel
open_stt,Open STT and Silero Models
telega,Telega.el
silex,Silex website builder
matplotlib,Matplotlib
goober,goober
papertree-gatherfor-team-6,DIVAS
unigraph-dev,Unigraph
js-org,JS.ORG
pgtyped,PgTyped
laprimaire,LaPrimaire.org
scientists4future-nl,Scientists4Future NL
maplat,Code for History
chimeraos,ChimeraOS
wwcodenyc,WWCode New York
dbgate,DbGate
embroidermodder,Embroidermodder
sern,sern
sydenham-mutual-aid,Sydenham Mutual Aid
mlem,Mlem
cactus-comments,Cactus Comments
waydroid,Waydroid
fab,Frontend Application Bundles
opennbs,OpenNBS
civichackers,Civic Hacker Network
now-what,Now What?!
mantinedev,Mantine
tessel,Tessel
worldiaday,World IA Day
vsformat,vscode format extension
alchemy_cms,AlchemyCMS
rough,Rough
novavideoplayer,Nova Video Player
rust-lang-ru,Russian Rust community
rottingresearch,Rotting Research
e2c-collective,E2C Collective
extinction-rebellion-bielefeld,Extinction Rebellion Bielefeld
libredirect,Libredirect
lss-manager,LSS-Manager
eurosfordocs,Euros For Docs
wider-horizons,Wider Horizons
msys2,MSYS2
lewisham-cooperation-town,Lewisham Cooperation Town
hlsr,HackLab Santa Rosa
robotech-urjc,Robotech URJC
wwcodesingapore,Women Who Code Singapore
rubytogether,RubyTogether
todoparatodos,Todo Para Todos
jqplay,jqplay
warden,Warden
landcorps,LandCorps
moneyjustice,Money Justice Collaborative
dragon-dreaming-intl-website-and-platform,DragonDreaming.org
wwcodekyiv,WWCode Kyiv
losslesscut,LosslessCut
xr_rouen,XR Rouen
bastion,Bastion Project
bokeh,Bokeh
fslab,FsLab
redux-form,redux-form
fullstackhero,fullstackhero
hullroundheads,Hull Roundheads
warriorjs,WarriorJS
codehike,Code Hike
awatea-community-garden,Awatea Community Garden
macports,MacPorts
coaching-for-collective-transformation,Coaching for Collective Transformation
skia4delphi,Skia4Delphi
verdigrismusic,The Verdigris Ensemble
cdli,Cuneiform Digital Library Initiative (CDLI)
azulejopublicitario,Azulejo Publicitário Português
together-with-young-people,Together with Young People
slimphp,Slim Framework
hoamgroup,hoam.GROUP
chfgma,Clinton Hill Fort Greene Mutual Aid
pvcri,Parker Village: Community Resilience Initiative
css-doodle,css-doodle
spritely,Spritely (secure ActivityPub extensions)
bloc,Bloc
ecosystems,Ecosyste.ms
sauropodswin,Sauropods.win
matoucollective,Mātou Collective
doks,Doks
commonknowledge,Common Knowledge
untitled-filmmaker-org,Untitled Filmmaker Org
tpsda,Teaching Public Service in the Digital Age
planetarysocial,Planetary
zubian-mutual-aid-fund,Zubian Mutual Aid Fund
disco-one-project-grant,DisCO One Project Grant
reactabular,reactabular
community-techaid,Community TechAid
gdm-settings,GDM Settings
fridaysforfuture-erlangen,Fridays for Future Erlangen
philadelphia-sra,Philadelphia SRA
sapphiredev,Sapphire
immers-space,Immers Space Platform Cooperative
tenacity,Tenacity
participay-fund,Participay Fund
daostar,DAOstar
che,Centre for Human Ecology
women-of-open-source,Women of Open Source
